Name; Height (Inches); Height(Feet-Inches); Weight;Height(Meters);Weight(Kg)
A.C. Green;81; 6-9;220;2,0574;99,77324263
A.J. Bramlett;82; 6-10;227;2,0828;102,9478458
A.J. English;75; 6-3;175;1,905;79,36507937
A.J. Guyton;73; 6-1;180;1,8542;81,63265306
A.J. Price;74; 6-2;181;1,8796;82,0861678
A.J. Wynder;74; 6-2;180;1,8796;81,63265306
A.W. Holt;79; 6-7;210;2,0066;95,23809524
Aaron Brooks;72; 6-0;161;1,8288;73,01587302
Aaron Gray;84; 7-0;270;2,1336;122,4489796
Aaron James;80; 6-8;210;2,032;95,23809524
Aaron McKie;77; 6-5;209;1,9558;94,7845805
Aaron Miles;73; 6-1;175;1,8542;79,36507937
Aaron Swinson;77; 6-5;230;1,9558;104,30839
Aaron Williams;81; 6-9;220;2,0574;99,77324263
Abdul Jeelani;80; 6-8;210;2,032;95,23809524
Acie Earl;82; 6-10;240;2,0828;108,8435374
Acie Law;75; 6-3;195;1,905;88,43537415
Adam Harrington;77; 6-5;200;1,9558;90,70294785
Adam Keefe;81; 6-9;230;2,0574;104,30839
Adam Morrison;80; 6-8;205;2,032;92,97052154
Adonal Foyle;82; 6-10;250;2,0828;113,3786848
Adonis Jordan;71; 5-11;170;1,8034;77,09750567
Adonis Thomas;79; 6-7;200;2,0066;90,70294785
Adrian Branch;79; 6-7;185;2,0066;83,90022676
Adrian Caldwell;80; 6-8;265;2,032;120,1814059
Adrian Dantley;77; 6-5;208;1,9558;94,33106576
Adrian Griffin;77; 6-5;217;1,9558;98,41269841
Adrian Smith;73; 6-1;180;1,8542;81,63265306
Al Attles;72; 6-0;175;1,8288;79,36507937
Al Bianchi;75; 6-3;185;1,905;83,90022676
Al Butler;74; 6-2;175;1,8796;79,36507937
Al Carlson;83; 6-11;235;2,1082;106,5759637
Al Eberhard;78; 6-6;225;1,9812;102,0408163
Al Ferrari;76; 6-4;190;1,9304;86,16780045
Al Fleming;79; 6-7;215;2,0066;97,50566893
Al Hairston;73; 6-1;170;1,8542;77,09750567
Al Harrington;81; 6-9;230;2,0574;104,30839
Al Henry;81; 6-9;190;2,0574;86,16780045
Al Horford;82; 6-10;245;2,0828;111,1111111
Al Jackson;73; 6-1;185;1,8542;83,90022676
Al Jefferson;82; 6-10;265;2,0828;120,1814059
Al Roges;76; 6-4;195;1,9304;88,43537415
Al Skinner;75; 6-3;190;1,905;86,16780045
Al Thornton;80; 6-8;220;2,032;99,77324263
Al Tucker;80; 6-8;190;2,032;86,16780045
Al Wood;78; 6-6;193;1,9812;87,52834467
Al-Farouq Aminu;81; 6-9;215;2,0574;97,50566893
Alaa Abdelnaby;82; 6-10;240;2,0828;108,8435374
Alan Anderson;78; 6-6;220;1,9812;99,77324263
Alan Hardy;79; 6-7;195;2,0066;88,43537415
Alan Henderson;81; 6-9;235;2,0574;106,5759637
Alan Ogg;86; 7-2;240;2,1844;108,8435374
Alando Tucker;78; 6-6;205;1,9812;92,97052154
Albert King;78; 6-6;190;1,9812;86,16780045
Alec Burks;78; 6-6;195;1,9812;88,43537415
Alec Kessler;83; 6-11;230;2,1082;104,30839
Aleksandar Djordjevic;74; 6-2;198;1,8796;89,79591837
Aleksandar Radojevic;87; 7-3;250;2,2098;113,3786848
Alex Acker;77; 6-5;185;1,9558;83,90022676
Alex Blackwell;78; 6-6;250;1,9812;113,3786848
Alex Bradley;78; 6-6;215;1,9812;97,50566893
Alex English;79; 6-7;190;2,0066;86,16780045
Alex Garcia;75; 6-3;220;1,905;99,77324263
Alex Hannum;79; 6-7;210;2,0066;95,23809524
Alex Len;85; 7-1;255;2,159;115,6462585
Alex Scales;76; 6-4;185;1,9304;83,90022676
Alex Stivrins;80; 6-8;220;2,032;99,77324263
Alexander Johnson;81; 6-9;240;2,0574;108,8435374
Alexander Volkov;82; 6-10;218;2,0828;98,86621315
Alexey Shved;78; 6-6;190;1,9812;86,16780045
Alexis Ajinca;84; 7-0;220;2,1336;99,77324263
Alfred McGuire;74; 6-2;180;1,8796;81,63265306
Alfredrick Hughes;77; 6-5;215;1,9558;97,50566893
Allan Bristow;79; 6-7;210;2,0066;95,23809524
Allan Houston;78; 6-6;200;1,9812;90,70294785
Allan Ray;74; 6-2;190;1,8796;86,16780045
Allen Crabbe;78; 6-6;210;1,9812;95,23809524
Allen Iverson;72; 6-0;165;1,8288;74,82993197
Allen Leavell;73; 6-1;170;1,8542;77,09750567
Allen Murphy;77; 6-5;190;1,9558;86,16780045
Allie McGuire;75; 6-3;175;1,905;79,36507937
Alonzo Bradley;78; 6-6;190;1,9812;86,16780045
Alonzo Gee;78; 6-6;220;1,9812;99,77324263
Alonzo Mourning;82; 6-10;240;2,0828;108,8435374
Alphonso Ford;73; 6-1;190;1,8542;86,16780045
Alton Ford;81; 6-9;275;2,0574;124,7165533
Alton Lister;84; 7-0;240;2,1336;108,8435374
Alvan Adams;81; 6-9;210;2,0574;95,23809524
Alvin Heggs;80; 6-8;225;2,032;102,0408163
Alvin Jones;83; 6-11;265;2,1082;120,1814059
Alvin Robertson;75; 6-3;185;1,905;83,90022676
Alvin Scott;79; 6-7;185;2,0066;83,90022676
Alvin Sims;76; 6-4;235;1,9304;106,5759637
Alvin Williams;77; 6-5;185;1,9558;83,90022676
Amal McCaskill;83; 6-11;235;2,1082;106,5759637
Amar'e Stoudemire;82; 6-10;245;2,0828;111,1111111
Amir Johnson;81; 6-9;210;2,0574;95,23809524
Anderson Varejao;82; 6-10;230;2,0828;104,30839
Andrae Patterson;81; 6-9;238;2,0574;107,9365079
Andray Blatche;83; 6-11;235;2,1082;106,5759637
Andre Barrett;70; 5-10;172;1,778;78,00453515
Andre Brown;81; 6-9;245;2,0574;111,1111111
Andre Drummond;82; 6-10;270;2,0828;122,4489796
Andre Emmett;77; 6-5;230;1,9558;104,30839
Andre Iguodala;78; 6-6;207;1,9812;93,87755102
Andre McCarter;75; 6-3;190;1,905;86,16780045
Andre Miller;74; 6-2;200;1,8796;90,70294785
Andre Moore;81; 6-9;215;2,0574;97,50566893
Andre Owens;76; 6-4;200;1,9304;90,70294785
Andre Roberson;79; 6-7;210;2,0066;95,23809524
Andre Spencer;78; 6-6;210;1,9812;95,23809524
Andre Turner;71; 5-11;160;1,8034;72,56235828
Andre Wakefield;75; 6-3;175;1,905;79,36507937
Andrea Bargnani;84; 7-0;225;2,1336;102,0408163
Andreas Glyniadakis;85; 7-1;280;2,159;126,984127
Andrei Kirilenko;81; 6-9;220;2,0574;99,77324263
Andres Guibert;82; 6-10;225;2,0828;102,0408163
Andres Nocioni;79; 6-7;225;2,0066;102,0408163
Andrew Bogut;84; 7-0;245;2,1336;111,1111111
Andrew Bynum;84; 7-0;285;2,1336;129,2517007
Andrew DeClercq;82; 6-10;230;2,0828;104,30839
Andrew Gaze;79; 6-7;205;2,0066;92,97052154
Andrew Goudelock;75; 6-3;200;1,905;90,70294785
Andrew Lang;83; 6-11;245;2,1082;111,1111111
Andrew Nicholson;81; 6-9;250;2,0574;113,3786848
Andrew Toney;75; 6-3;178;1,905;80,72562358
Andris Biedrins;83; 6-11;240;2,1082;108,8435374
Andy Johnson;77; 6-5;215;1,9558;97,50566893
Andy Panko;81; 6-9;222;2,0574;100,6802721
Andy Phillip;74; 6-2;195;1,8796;88,43537415
Andy Rautins;76; 6-4;190;1,9304;86,16780045
Andy Toolson;78; 6-6;210;1,9812;95,23809524
Andy Walker;76; 6-4;190;1,9304;86,16780045
Anfernee Hardaway;79; 6-7;195;2,0066;88,43537415
Ansu Sesay;81; 6-9;225;2,0574;102,0408163
Antawn Jamison;80; 6-8;223;2,032;101,1337868
Anthony Avent;81; 6-9;235;2,0574;106,5759637
Anthony Bennett;80; 6-8;240;2,032;108,8435374
Anthony Bonner;80; 6-8;215;2,032;97,50566893
Anthony Bowie;78; 6-6;190;1,9812;86,16780045
Anthony Carter;73; 6-1;190;1,8542;86,16780045
Anthony Cook;81; 6-9;205;2,0574;92,97052154
Anthony Davis;82; 6-10;220;2,0828;99,77324263
Anthony Frederick;79; 6-7;205;2,0066;92,97052154
Anthony Goldwire;73; 6-1;182;1,8542;82,53968254
Anthony Grundy;75; 6-3;180;1,905;81,63265306
Anthony Johnson;75; 6-3;190;1,905;86,16780045
Anthony Jones;78; 6-6;195;1,9812;88,43537415
Anthony Mason;79; 6-7;250;2,0066;113,3786848
Anthony Miller;81; 6-9;225;2,0574;102,0408163
Anthony Morrow;77; 6-5;210;1,9558;95,23809524
Anthony Parker;78; 6-6;215;1,9812;97,50566893
Anthony Peeler;76; 6-4;208;1,9304;94,33106576
Anthony Pullard;82; 6-10;245;2,0828;111,1111111
Anthony Randolph;82; 6-10;205;2,0828;92,97052154
Anthony Roberson;74; 6-2;180;1,8796;81,63265306
Anthony Roberts;77; 6-5;185;1,9558;83,90022676
Anthony Taylor;76; 6-4;175;1,9304;79,36507937
Anthony Tolliver;80; 6-8;240;2,032;108,8435374
Anthony Tucker;80; 6-8;220;2,032;99,77324263
Antoine Carr;81; 6-9;225;2,0574;102,0408163
Antoine Rigaudeau;79; 6-7;210;2,0066;95,23809524
Antoine Walker;80; 6-8;224;2,032;101,5873016
Antoine Wright;79; 6-7;210;2,0066;95,23809524
Antonio Anderson;78; 6-6;215;1,9812;97,50566893
Antonio Burks;73; 6-1;200;1,8542;90,70294785
Antonio Daniels;76; 6-4;195;1,9304;88,43537415
Antonio Davis;81; 6-9;215;2,0574;97,50566893
Antonio Harvey;83; 6-11;225;2,1082;102,0408163
Antonio Lang;80; 6-8;205;2,032;92,97052154
Antonio McDyess;81; 6-9;220;2,0574;99,77324263
Antonis Fotsis;82; 6-10;219;2,0828;99,31972789
Archie Clark;74; 6-2;175;1,8796;79,36507937
Archie Dees;80; 6-8;205;2,032;92,97052154
Archie Goodwin;77; 6-5;198;1,9558;89,79591837
Arinze Onuaku;81; 6-9;275;2,0574;124,7165533
Armen Gilliam;81; 6-9;230;2,0574;104,30839
Armon Johnson;75; 6-3;195;1,905;88,43537415
Armond Hill;76; 6-4;190;1,9304;86,16780045
Arnett Moultrie;83; 6-11;249;2,1082;112,9251701
Arnie Risen;81; 6-9;200;2,0574;90,70294785
Aron Baynes;82; 6-10;260;2,0828;117,9138322
Arron Afflalo;77; 6-5;215;1,9558;97,50566893
Art Collins;76; 6-4;185;1,9304;83,90022676
Art Harris;76; 6-4;185;1,9304;83,90022676
Art Heyman;77; 6-5;205;1,9558;92,97052154
Art Long;81; 6-9;250;2,0574;113,3786848
Art Spoelstra;81; 6-9;220;2,0574;99,77324263
Art Williams;73; 6-1;180;1,8542;81,63265306
Artis Gilmore;86; 7-2;240;2,1844;108,8435374
Arvid Kramer;81; 6-9;220;2,0574;99,77324263
Arvydas Macijauskas;76; 6-4;214;1,9304;97,0521542
Arvydas Sabonis;87; 7-3;279;2,2098;126,5306122
Ashraf Amaya;80; 6-8;230;2,032;104,30839
Askia Jones;77; 6-5;200;1,9558;90,70294785
Audie Norris;81; 6-9;230;2,0574;104,30839
Austin Carr;76; 6-4;200;1,9304;90,70294785
Austin Croshere;81; 6-9;235;2,0574;106,5759637
Austin Daye;83; 6-11;200;2,1082;90,70294785
Austin Rivers;76; 6-4;200;1,9304;90,70294785
Avery Bradley;74; 6-2;180;1,8796;81,63265306
Avery Johnson;70; 5-10;175;1,778;79,36507937
Awvee Storey;78; 6-6;222;1,9812;100,6802721
B.J. Armstrong;74; 6-2;175;1,8796;79,36507937
B.J. Tyler;73; 6-1;185;1,8542;83,90022676
Bailey Howell;79; 6-7;210;2,0066;95,23809524
Barney Cable;79; 6-7;175;2,0066;79,36507937
Baron Davis;75; 6-3;209;1,905;94,7845805
Barry Clemens;78; 6-6;210;1,9812;95,23809524
Barry Kramer;76; 6-4;200;1,9304;90,70294785
Barry Nelson;82; 6-10;230;2,0828;104,30839
Barry Orms;75; 6-3;190;1,905;86,16780045
Barry Stevens;77; 6-5;195;1,9558;88,43537415
Barry Sumpter;83; 6-11;215;2,1082;97,50566893
Barry Yates;79; 6-7;215;2,0066;97,50566893
Bart Kofoed;76; 6-4;210;1,9304;95,23809524
Bayard Forrest;82; 6-10;235;2,0828;106,5759637
Ben Clyde;79; 6-7;198;2,0066;89,79591837
Ben Coleman;81; 6-9;235;2,0574;106,5759637
Ben Davis;81; 6-9;240;2,0574;108,8435374
Ben Gillery;84; 7-0;235;2,1336;106,5759637
Ben Gordon;75; 6-3;200;1,905;90,70294785
Ben Handlogten;82; 6-10;240;2,0828;108,8435374
Ben Hansbrough;75; 6-3;203;1,905;92,06349206
Ben Kelso;75; 6-3;195;1,905;88,43537415
Ben McDonald;80; 6-8;210;2,032;95,23809524
Ben McLemore;77; 6-5;195;1,9558;88,43537415
Ben Poquette;81; 6-9;235;2,0574;106,5759637
Ben Uzoh;75; 6-3;205;1,905;92,97052154
Ben Wallace;81; 6-9;240;2,0574;108,8435374
Ben Warley;77; 6-5;200;1,9558;90,70294785
Bennie Swain;80; 6-8;220;2,032;99,77324263
Beno Udrih;75; 6-3;205;1,905;92,97052154
Benoit Benjamin;84; 7-0;250;2,1336;113,3786848
Bernard James;82; 6-10;240;2,0828;108,8435374
Bernard King;79; 6-7;205;2,0066;92,97052154
Bernard Robinson;78; 6-6;210;1,9812;95,23809524
Bernard Thompson;78; 6-6;210;1,9812;95,23809524
Bernard Toone;81; 6-9;210;2,0574;95,23809524
Bernie Fryer;75; 6-3;185;1,905;83,90022676
Bernie Harris;82; 6-10;200;2,0828;90,70294785
Bernie Williams;75; 6-3;175;1,905;79,36507937
Bert Cook;75; 6-3;185;1,905;83,90022676
Bevo Nordmann;82; 6-10;225;2,0828;102,0408163
Bill Bradley;77; 6-5;205;1,9558;92,97052154
Bill Bridges;78; 6-6;228;1,9812;103,4013605
Bill Buntin;79; 6-7;250;2,0066;113,3786848
Bill Calhoun;75; 6-3;180;1,905;81,63265306
Bill Cartwright;85; 7-1;245;2,159;111,1111111
Bill Chamberlain;78; 6-6;188;1,9812;85,26077098
Bill Curley;81; 6-9;220;2,0574;99,77324263
Bill Dinwiddie;79; 6-7;220;2,0066;99,77324263
Bill Ebben;76; 6-4;190;1,9304;86,16780045
Bill Edwards;80; 6-8;215;2,032;97,50566893
Bill Gabor;71; 5-11;170;1,8034;77,09750567
Bill Garnett;81; 6-9;225;2,0574;102,0408163
Bill Hanzlik;79; 6-7;185;2,0066;83,90022676
Bill Hewitt;79; 6-7;210;2,0066;95,23809524
Bill Hosket;80; 6-8;225;2,032;102,0408163
Bill Jones;79; 6-7;175;2,0066;79,36507937
Bill Laimbeer;83; 6-11;245;2,1082;111,1111111
Bill Ligon;76; 6-4;180;1,9304;81,63265306
Bill Martin;79; 6-7;205;2,0066;92,97052154
Bill Mayfield;79; 6-7;205;2,0066;92,97052154
Bill McGill;81; 6-9;225;2,0574;102,0408163
Bill Melchionni;73; 6-1;165;1,8542;74,82993197
Bill Robinzine;79; 6-7;230;2,0066;104,30839
Bill Russell;82; 6-10;215;2,0828;97,50566893
Bill Sharman;73; 6-1;175;1,8542;79,36507937
Bill Smith;77; 6-5;190;1,9558;86,16780045
Bill Stricker;81; 6-9;210;2,0574;95,23809524
Bill Thieben;79; 6-7;215;2,0066;97,50566893
Bill Turner;79; 6-7;220;2,0066;99,77324263
Bill Walker;78; 6-6;220;1,9812;99,77324263
Bill Walton;83; 6-11;210;2,1082;95,23809524
Bill Wennington;84; 7-0;245;2,1336;111,1111111
Bill Willoughby;80; 6-8;205;2,032;92,97052154
Bill Zopf;73; 6-1;170;1,8542;77,09750567
Billy Cunningham;78; 6-6;210;1,9812;95,23809524
Billy Donovan;71; 5-11;171;1,8034;77,55102041
Billy Kenville;74; 6-2;187;1,8796;84,80725624
Billy Knight;78; 6-6;195;1,9812;88,43537415
Billy McKinney;72; 6-0;160;1,8288;72,56235828
Billy Owens;80; 6-8;220;2,032;99,77324263
Billy Paultz;83; 6-11;235;2,1082;106,5759637
Billy Ray Bates;76; 6-4;210;1,9304;95,23809524
Billy Reid;77; 6-5;190;1,9558;86,16780045
Billy Thomas;76; 6-4;208;1,9304;94,33106576
Billy Thompson;79; 6-7;195;2,0066;88,43537415
Bimbo Coles;73; 6-1;180;1,8542;81,63265306
Bingo Smith;77; 6-5;195;1,9558;88,43537415
Bird Averitt;73; 6-1;170;1,8542;77,09750567
Bismack Biyombo;81; 6-9;229;2,0574;103,8548753
Bison Dele;81; 6-9;235;2,0574;106,5759637
Blair Rasmussen;84; 7-0;250;2,1336;113,3786848
Blake Ahearn;74; 6-2;190;1,8796;86,16780045
Blake Griffin;82; 6-10;251;2,0828;113,8321995
Blue Edwards;76; 6-4;200;1,9304;90,70294785
Bo Ellis;81; 6-9;197;2,0574;89,34240363
Bo Erias;75; 6-3;220;1,905;99,77324263
Bo Kimble;76; 6-4;190;1,9304;86,16780045
Bo Lamar;73; 6-1;180;1,8542;81,63265306
Bo Outlaw;80; 6-8;210;2,032;95,23809524
Bob Allen;81; 6-9;205;2,0574;92,97052154
Bob Anderegg;75; 6-3;200;1,905;90,70294785
Bob Armstrong;80; 6-8;220;2,032;99,77324263
Bob Arnzen;77; 6-5;205;1,9558;92,97052154
Bob Bigelow;79; 6-7;215;2,0066;97,50566893
Bob Boozer;80; 6-8;215;2,032;97,50566893
Bob Brannum;77; 6-5;215;1,9558;97,50566893
Bob Burrow;79; 6-7;228;2,0066;103,4013605
Bob Carney;75; 6-3;170;1,905;77,09750567
Bob Carrington;78; 6-6;195;1,9812;88,43537415
Bob Christian;82; 6-10;255;2,0828;115,6462585
Bob Cousy;73; 6-1;175;1,8542;79,36507937
Bob Dandridge;78; 6-6;195;1,9812;88,43537415
Bob Davies;73; 6-1;175;1,8542;79,36507937
Bob Davis;79; 6-7;215;2,0066;97,50566893
Bob Duffy;75; 6-3;185;1,905;83,90022676
Bob Elliott;81; 6-9;225;2,0574;102,0408163
Bob Ferry;80; 6-8;230;2,032;104,30839
Bob Greacen;79; 6-7;206;2,0066;93,42403628
Bob Gross;78; 6-6;200;1,9812;90,70294785
Bob Hansen;78; 6-6;190;1,9812;86,16780045
Bob Harrison;73; 6-1;190;1,8542;86,16780045
Bob Hogsett;79; 6-7;230;2,0066;104,30839
Bob Hopkins;80; 6-8;205;2,032;92,97052154
Bob Houbregs;79; 6-7;210;2,0066;95,23809524
Bob Kauffman;80; 6-8;240;2,032;108,8435374
Bob Knight;74; 6-2;185;1,8796;83,90022676
Bob Lanier;83; 6-11;250;2,1082;113,3786848
Bob Love;80; 6-8;215;2,032;97,50566893
Bob Martin;84; 7-0;250;2,1336;113,3786848
Bob McAdoo;81; 6-9;210;2,0574;95,23809524
Bob McCann;78; 6-6;244;1,9812;110,6575964
Bob McNeill;73; 6-1;170;1,8542;77,09750567
Bob Miller;82; 6-10;230;2,0828;104,30839
Bob Nash;80; 6-8;195;2,032;88,43537415
Bob Peterson;77; 6-5;210;1,9558;95,23809524
Bob Pettit;81; 6-9;205;2,0574;92,97052154
Bob Portman;77; 6-5;200;1,9558;90,70294785
Bob Quick;77; 6-5;215;1,9558;97,50566893
Bob Riley;81; 6-9;235;2,0574;106,5759637
Bob Rule;81; 6-9;220;2,0574;99,77324263
Bob Santini;77; 6-5;190;1,9558;86,16780045
Bob Schafer;75; 6-3;195;1,905;88,43537415
Bob Sims;77; 6-5;220;1,9558;99,77324263
Bob Sura;77; 6-5;200;1,9558;90,70294785
Bob Thornton;82; 6-10;225;2,0828;102,0408163
Bob Verga;73; 6-1;190;1,8542;86,16780045
Bob Warlick;77; 6-5;200;1,9558;90,70294785
Bob Weiss;74; 6-2;180;1,8796;81,63265306
Bob Wiesenhahn;76; 6-4;215;1,9304;97,50566893
Bob Wilkerson;78; 6-6;195;1,9812;88,43537415
Bob Williams;78; 6-6;230;1,9812;104,30839
Bobby Brown;74; 6-2;175;1,8796;79,36507937
Bobby Cattage;81; 6-9;250;2,0574;113,3786848
Bobby Hurley;72; 6-0;165;1,8288;74,82993197
Bobby Jackson;73; 6-1;185;1,8542;83,90022676
Bobby Jones;79; 6-7;215;2,0066;97,50566893
Bobby Jones;81; 6-9;210;2,0574;95,23809524
Bobby Lewis;75; 6-3;175;1,905;79,36507937
Bobby Phills;77; 6-5;210;1,9558;95,23809524
Bobby Simmons;79; 6-7;210;2,0066;95,23809524
Bobby Smith;76; 6-4;190;1,9304;86,16780045
Bobby Wanzer;72; 6-0;170;1,8288;77,09750567
Bobby Washington;71; 5-11;175;1,8034;79,36507937
Bobby Watson;72; 6-0;160;1,8288;72,56235828
Bobby Wilson;75; 6-3;175;1,905;79,36507937
Boniface N'Dong;84; 7-0;198;2,1336;89,79591837
Bonzi Wells;77; 6-5;210;1,9558;95,23809524
Boo Ellis;77; 6-5;185;1,9558;83,90022676
Boris Diaw;80; 6-8;215;2,032;97,50566893
Boris Nachamkin;78; 6-6;210;1,9812;95,23809524
Bostjan Nachbar;81; 6-9;221;2,0574;100,2267574
Bracey Wright;75; 6-3;210;1,905;95,23809524
Brad Branson;82; 6-10;220;2,0828;99,77324263
Brad Daugherty;84; 7-0;245;2,1336;111,1111111
Brad Davis;75; 6-3;180;1,905;81,63265306
Brad Holland;75; 6-3;180;1,905;81,63265306
Brad Lohaus;83; 6-11;230;2,1082;104,30839
Brad Miller;83; 6-11;244;2,1082;110,6575964
Brad Sellers;84; 7-0;210;2,1336;95,23809524
Brad Wright;83; 6-11;225;2,1082;102,0408163
Bradley Beal;75; 6-3;207;1,905;93,87755102
Brandan Wright;81; 6-9;205;2,0574;92,97052154
Brandin Knight;72; 6-0;180;1,8288;81,63265306
Brandon Armstrong;77; 6-5;188;1,9558;85,26077098
Brandon Bass;80; 6-8;240;2,032;108,8435374
Brandon Davies;82; 6-10;240;2,0828;108,8435374
Brandon Hunter;79; 6-7;260;2,0066;117,9138322
Brandon Jennings;73; 6-1;169;1,8542;76,64399093
Brandon Knight;75; 6-3;189;1,905;85,71428571
Brandon Roy;78; 6-6;215;1,9812;97,50566893
Brandon Rush;78; 6-6;210;1,9812;95,23809524
Brandon Williams;78; 6-6;215;1,9812;97,50566893
Brant Weidner;81; 6-9;230;2,0574;104,30839
Brendan Haywood;84; 7-0;268;2,1336;121,5419501
Brendan McCann;74; 6-2;178;1,8796;80,72562358
Brent Barry;78; 6-6;185;1,9812;83,90022676
Brent Price;73; 6-1;165;1,8542;74,82993197
Brent Scott;82; 6-10;250;2,0828;113,3786848
Brett Szabo;83; 6-11;230;2,1082;104,30839
Brett Vroman;84; 7-0;220;2,1336;99,77324263
Brevin Knight;70; 5-10;173;1,778;78,45804989
Brian Cardinal;80; 6-8;245;2,032;111,1111111
Brian Cook;81; 6-9;234;2,0574;106,122449
Brian Davis;79; 6-7;200;2,0066;90,70294785
Brian Evans;80; 6-8;220;2,032;99,77324263
Brian Grant;81; 6-9;254;2,0574;115,1927438
Brian Heaney;74; 6-2;180;1,8796;81,63265306
Brian Howard;78; 6-6;204;1,9812;92,5170068
Brian Martin;81; 6-9;212;2,0574;96,14512472
Brian Oliver;76; 6-4;210;1,9304;95,23809524
Brian Quinnett;80; 6-8;235;2,032;106,5759637
Brian Roberts;73; 6-1;180;1,8542;81,63265306
Brian Rowsom;81; 6-9;220;2,0574;99,77324263
Brian Scalabrine;81; 6-9;241;2,0574;109,2970522
Brian Shaw;78; 6-6;190;1,9812;86,16780045
Brian Skinner;81; 6-9;255;2,0574;115,6462585
Brian Taylor;74; 6-2;185;1,8796;83,90022676
Brian Winters;76; 6-4;185;1,9304;83,90022676
Britton Johnsen;82; 6-10;210;2,0828;95,23809524
Brook Lopez;84; 7-0;260;2,1336;117,9138322
Brook Steppe;77; 6-5;195;1,9558;88,43537415
Brooks Thompson;76; 6-4;193;1,9304;87,52834467
Bruce Bowen;79; 6-7;185;2,0066;83,90022676
Bruce Douglas;75; 6-3;195;1,905;88,43537415
Bruce Flowers;80; 6-8;225;2,032;102,0408163
Bruce Kuczenski;82; 6-10;230;2,0828;104,30839
Bruce Seals;80; 6-8;210;2,032;95,23809524
Bruno Sundov;86; 7-2;220;2,1844;99,77324263
Bryan Warrick;77; 6-5;195;1,9558;88,43537415
Bryant Reeves;84; 7-0;275;2,1336;124,7165533
Bryant Stith;77; 6-5;208;1,9558;94,33106576
Bryce Drew;74; 6-2;185;1,8796;83,90022676
Bryon Russell;79; 6-7;225;2,0066;102,0408163
Bubba Wells;77; 6-5;230;1,9558;104,30839
Bubba Wilson;75; 6-3;175;1,905;79,36507937
Buck Johnson;79; 6-7;190;2,0066;86,16780045
Buck Williams;80; 6-8;215;2,032;97,50566893
Bucky Bockhorn;76; 6-4;200;1,9304;90,70294785
Bud Acton;78; 6-6;210;1,9812;95,23809524
Bud Koper;78; 6-6;210;1,9812;95,23809524
Bud Ogden;78; 6-6;215;1,9812;97,50566893
Bud Olsen;80; 6-8;220;2,032;99,77324263
Bud Stallworth;77; 6-5;190;1,9558;86,16780045
Butch Beard;75; 6-3;185;1,905;83,90022676
Butch Carter;77; 6-5;180;1,9558;81,63265306
Butch Feher;76; 6-4;185;1,9304;83,90022676
Butch Lee;72; 6-0;185;1,8288;83,90022676
Byron Beck;81; 6-9;225;2,0574;102,0408163
Byron Dinkins;73; 6-1;170;1,8542;77,09750567
Byron Houston;77; 6-5;250;1,9558;113,3786848
Byron Irvin;77; 6-5;190;1,9558;86,16780045
Byron Mullens;84; 7-0;275;2,1336;124,7165533
Byron Scott;75; 6-3;195;1,905;88,43537415
C.J. Kupec;78; 6-6;220;1,9812;99,77324263
C.J. McCollum;76; 6-4;200;1,9304;90,70294785
C.J. Miles;78; 6-6;210;1,9812;95,23809524
C.J. Watson;74; 6-2;180;1,8796;81,63265306
Cal Bowdler;82; 6-10;245;2,0828;111,1111111
Cal Christensen;77; 6-5;210;1,9558;95,23809524
Cal Ramsey;76; 6-4;200;1,9304;90,70294785
Calbert Cheaney;79; 6-7;209;2,0066;94,7845805
Caldwell Jones;83; 6-11;217;2,1082;98,41269841
Calvin Booth;83; 6-11;230;2,1082;104,30839
Calvin Garrett;79; 6-7;190;2,0066;86,16780045
Calvin Murphy;69; 5-9;165;1,7526;74,82993197
Calvin Natt;78; 6-6;220;1,9812;99,77324263
Campy Russell;80; 6-8;215;2,032;97,50566893
Carey Scurry;79; 6-7;188;2,0066;85,26077098
Carl Bailey;84; 7-0;210;2,1336;95,23809524
Carl Braun;77; 6-5;180;1,9558;81,63265306
Carl Henry;78; 6-6;205;1,9812;92,97052154
Carl Herrera;81; 6-9;215;2,0574;97,50566893
Carl Kilpatrick;82; 6-10;230;2,0828;104,30839
Carl Landry;81; 6-9;248;2,0574;112,4716553
Carl McNulty;75; 6-3;185;1,905;83,90022676
Carl Nicks;73; 6-1;175;1,8542;79,36507937
Carl Thomas;76; 6-4;175;1,9304;79,36507937
Carldell Johnson;70; 5-10;180;1,778;81,63265306
Carlos Arroyo;74; 6-2;202;1,8796;91,60997732
Carlos Boozer;81; 6-9;258;2,0574;117,0068027
Carlos Clark;76; 6-4;210;1,9304;95,23809524
Carlos Delfino;78; 6-6;230;1,9812;104,30839
Carlos Rogers;83; 6-11;220;2,1082;99,77324263
Carlos Terry;77; 6-5;210;1,9558;95,23809524
Carlton McKinney;76; 6-4;190;1,9304;86,16780045
Carmelo Anthony;80; 6-8;230;2,032;104,30839
Caron Butler;79; 6-7;217;2,0066;98,41269841
Carrick Felix;78; 6-6;201;1,9812;91,15646259
Cartier Martin;79; 6-7;220;2,0066;99,77324263
Casey Jacobsen;78; 6-6;215;1,9812;97,50566893
Casey Shaw;83; 6-11;260;2,1082;117,9138322
Casper Ware;70; 5-10;175;1,778;79,36507937
Cazzie Russell;77; 6-5;218;1,9558;98,86621315
Cedric Ball;80; 6-8;210;2,032;95,23809524
